ID,Name,Gender,Age,Education,City,JoiningYear,Department,PaymentTier,Salary
11644,Alexis Roy,Female,28,Masters,San Jose,2017,HR,2,85000
11645,Ramon Norton,Male,24,Bachelors,Charlotte,2016,Operations,1,59400
11646,Jade Wagner,Female,27,Bachelors,Indianapolis,2017,Sales,3,119200
11647,Keira Murray,Female,27,Bachelors,Charlotte,2014,Operations,2,94600
11648,Nora Pena,Female,27,Bachelors,Indianapolis,2017,Customer Service,3,114900
11649,Steve Burch,Others,27,Bachelors,Indianapolis,2017,Customer Service,3,108800
11650,Arjun Evans,Others,24,Masters,Seattle,2018,IT,3,101800
11651,Alisha Murray,Others,26,Bachelors,Seattle,2016,IT,3,105800
11652,Giselle Paul,Female,28,Bachelors,Phoenix,2017,Customer Service,3,110400
11653,Vivian Coleman,Female,26,Bachelors,San Antonio,2017,IT,3,107700
11654,Daria Whitney,Others,28,Bachelors,Los Angeles,2016,Operations,3,103100
11655,Joanna Pennington,Female,26,Bachelors,San Jose,2015,Finance & Accounting,3,115800
11656,Lara Beasley,Others,26,Bachelors,Indianapolis,2014,Marketing,3,108900
11657,Amber Ford,Female,24,Bachelors,Indianapolis,2017,IT,2,89200
11658,Kelly Campos,Female,26,Bachelors,San Diego,2016,Legal,3,99700
11659,Ivy Berger,Female,26,PHD,Columbus,2016,Marketing,1,63700
11660,Kiera Downs,Others,24,Bachelors,San Jose,2018,Finance & Accounting,3,112700
11661,Douglas Herman,Male,28,Bachelors,Jacksonville,2017,HR,2,72100
11662,Frances Hyde,Female,24,Bachelors,Los Angeles,2013,Marketing,3,115400
11663,Aaron Riggs,Male,25,Masters,Fort Worth,2014,R&D,3,112100
11664,Walter Franco,Male,26,Bachelors,Austin,2012,IT,1,61200
11665,Knox Todd,Others,28,Bachelors,San Antonio,2014,IT,3,115800
11666,Yvette Wheeler,Female,28,Bachelors,Indianapolis,2013,Finance & Accounting,3,108000
11667,Aspen Tillman,Female,27,Masters,Columbus,2017,Procurement & Supply Chain,2,70200
11668,Alaric Tate,Others,28,Bachelors,San Jose,2016,Marketing,3,109200
11669,Holly Moss,Others,25,Bachelors,Los Angeles,2014,Customer Service,3,105200
11670,Ibrahim Vincent,Male,25,Bachelors,Philadelphia,2013,R&D,3,99800
11671,Ayla Banks,Others,24,Bachelors,Jacksonville,2017,Marketing,3,104600
11672,Matthew Hunter,Male,26,Bachelors,Indianapolis,2015,Procurement & Supply Chain,3,105500
11673,Rosa Wiley,Others,28,Bachelors,Chicago,2014,IT,3,98400
11674,Monica Porter,Female,28,Bachelors,Los Angeles,2017,Procurement & Supply Chain,2,83500
11675,Dorian Morton,Male,24,Masters,Fort Worth,2017,Procurement & Supply Chain,3,100900
11676,Helena Roth,Female,27,PHD,Los Angeles,2017,Operations,3,119200
11677,Ansel Watkins,Others,28,Bachelors,Austin,2015,R&D,3,104200
11678,Noelle Cole,Female,25,Bachelors,Dallas,2017,Sales,3,114800
11679,Javier Zamora,Male,25,Masters,Phoenix,2017,R&D,3,109700
11680,Vivian Mcconnell,Female,26,Masters,Chicago,2017,HR,1,47600
11681,Craig Chavez,Male,25,Bachelors,San Diego,2014,Finance & Accounting,3,104800
11682,Anika Manning,Female,27,Bachelors,"Washington, D.C.",2016,IT,3,116500
11683,Katie Browning,Female,24,Bachelors,Columbus,2013,R&D,3,104000
11684,Carlos Baxter,Male,25,Bachelors,Phoenix,2012,Marketing,3,99300
11685,Ophelia Wallace,Female,25,Bachelors,Houston,2014,Legal,3,99200
11686,Cleo Jacobs,Female,25,Bachelors,Jacksonville,2018,Procurement & Supply Chain,3,107600
11687,Daria Sterling,Others,26,Masters,Indianapolis,2012,Legal,3,106700
11688,Omar Hernandez,Male,25,PHD,"Washington, D.C.",2016,Legal,3,109100
11689,Eduardo Gomez,Male,25,Bachelors,New York City,2015,Finance & Accounting,3,111100
11690,Riley Velez,Male,25,Bachelors,Dallas,2017,Legal,2,92500
11691,Karina Greene,Female,27,Bachelors,Dallas,2015,HR,3,102100
11692,Kara Flynn,Female,26,Bachelors,San Diego,2017,Procurement & Supply Chain,3,98900
11693,Anaya Martin,Others,26,Bachelors,Phoenix,2016,Customer Service,3,106100
11694,Isabella Dickinson,Female,26,Bachelors,Houston,2018,Customer Service,3,116500
11695,Joseph Mcconnell,Male,25,Masters,Jacksonville,2018,Customer Service,3,119100
11696,Naomi Hays,Female,25,Masters,San Antonio,2017,Customer Service,2,86200
11697,Raphael Marlow,Male,24,Masters,San Antonio,2014,Marketing,3,101000
11698,Miranda Hammond,Female,28,Bachelors,Jacksonville,2014,Sales,3,106200
11699,Craig Farmer,Male,26,Bachelors,San Diego,2012,HR,3,111100
11700,Maria Gilliam,Female,26,Bachelors,"Washington, D.C.",2017,Sales,3,101900
11701,Lana Sargent,Female,28,Bachelors,Philadelphia,2014,Sales,2,71400
11702,Chris Terrell,Male,25,Bachelors,Austin,2017,Customer Service,3,102000
11703,Devin Barton,Male,25,Bachelors,Chicago,2014,Operations,3,117800
11704,Karen Fuller,Female,26,Bachelors,Los Angeles,2012,Customer Service,3,110600
11705,Orion Serrano,Others,26,Bachelors,San Antonio,2014,IT,3,116100
11706,Alba Skinner,Others,26,Bachelors,Charlotte,2017,HR,3,99900
11707,Dalton Robertson,Male,26,Masters,New York City,2017,Finance & Accounting,2,82500
11708,Sutton Chandler,Others,25,Bachelors,Jacksonville,2017,Procurement & Supply Chain,3,117000
11709,Weston Jensen,Male,25,Bachelors,Columbus,2018,HR,3,98600
11710,Michael Malone,Male,27,Bachelors,Los Angeles,2014,R&D,3,110500
11711,Mateo Schwartz,Male,28,Bachelors,Indianapolis,2017,IT,3,118700
11712,Nova Nielsen,Female,24,Bachelors,Austin,2015,Procurement & Supply Chain,1,68000
11713,Yara Stokes,Female,27,Bachelors,Los Angeles,2013,R&D,3,115100
11714,Frank Lindsay,Male,26,Bachelors,San Jose,2018,Marketing,3,116000
11715,Georgia Dorsey,Female,28,Masters,Indianapolis,2017,Procurement & Supply Chain,2,76000
11716,Colton Carver,Others,28,Bachelors,Columbus,2016,IT,3,111000
11717,Annie Sanford,Female,25,Bachelors,New York City,2016,Legal,3,98300
11718,Maeve Kane,Female,27,Bachelors,Boston,2015,R&D,3,111300
11719,Daria Sweeney,Others,26,Bachelors,New York City,2015,Sales,3,116300
11720,Kobe Sharpe,Male,28,Bachelors,Los Angeles,2015,Operations,3,119900
11721,Magnolia Love,Others,27,Bachelors,Phoenix,2013,Operations,3,101300
11722,Valerie Mcguire,Female,25,Masters,Dallas,2017,Procurement & Supply Chain,2,96700
11723,Elsa Townsend,Female,25,Bachelors,Charlotte,2015,Sales,2,71500
11724,Bruno Langley,Others,24,Bachelors,New York City,2015,Operations,2,79900
11725,Irene Hensley,Others,28,Masters,Houston,2017,HR,2,97300
11726,Theodore Mason,Male,24,Bachelors,San Antonio,2014,Finance & Accounting,3,99900
11727,Inaya Moon,Others,27,Bachelors,Philadelphia,2012,Operations,3,112000
11728,Angela Fisher,Female,28,Bachelors,Dallas,2015,Operations,2,83900
11729,Teagan Frazier,Female,27,Bachelors,Charlotte,2015,Legal,2,77900
11730,Genevieve Mcneal,Female,24,Bachelors,Philadelphia,2017,Operations,3,101800
11731,Albert Carver,Others,25,Masters,Indianapolis,2016,Sales,3,102400
11732,Cruz Brady,Male,24,Bachelors,Charlotte,2012,Operations,3,109800
11733,Leona Scott,Others,24,Bachelors,"Washington, D.C.",2015,Legal,3,117800
11734,Ayla Mccarthy,Others,26,Bachelors,Chicago,2015,HR,2,72400
11735,Camila Olson,Female,27,Masters,Houston,2017,Operations,2,77200
11736,Mabel Valdez,Female,24,Bachelors,"Washington, D.C.",2013,Marketing,1,41400
11737,Anton Bernard,Others,28,PHD,New York City,2017,Procurement & Supply Chain,3,118900
11738,Gwen Edwards,Female,24,Bachelors,Fort Worth,2017,Customer Service,3,109100
11739,Hailey Mcdonald,Female,24,Bachelors,Chicago,2015,Marketing,2,77700
11740,Peyton Pratt,Others,27,Bachelors,Chicago,2017,Operations,3,98500
11741,Kevin Walker,Male,28,Bachelors,New York City,2016,Operations,3,105800
11742,Barbara Collier,Female,28,Masters,Chicago,2017,Sales,2,75100
11743,Harper Sherman,Female,24,PHD,Philadelphia,2014,Marketing,3,115300
11744,Mateo Reynolds,Male,26,Bachelors,Chicago,2013,Sales,3,115300
11745,Hakeem Manning,Others,24,Masters,Boston,2014,R&D,3,118400
11746,Salem Finley,Others,24,Bachelors,Los Angeles,2013,HR,3,117900
11747,Priya Yates,Female,26,Masters,Boston,2017,IT,3,116200
11748,Sophia Knox,Female,27,Bachelors,San Diego,2014,Finance & Accounting,2,79200
11749,Ivy Hancock,Female,25,Masters,Fort Worth,2013,Sales,3,118700
11750,Mackenzie Kemp,Female,27,Masters,Indianapolis,2012,IT,3,101300
11751,Wesley Hudson,Male,25,Masters,Phoenix,2017,IT,2,91200
11752,Theodore Dunn,Male,28,Bachelors,San Antonio,2012,Customer Service,3,99200
11753,Brynn Irwin,Female,28,Bachelors,Charlotte,2014,Procurement & Supply Chain,3,119200
11754,Keira Mckenzie,Female,28,Bachelors,San Diego,2017,Procurement & Supply Chain,3,106300
11755,Alisha Walton,Others,27,Bachelors,Jacksonville,2016,Operations,3,104800
11756,Morgan Campos,Female,27,Bachelors,San Antonio,2017,Customer Service,2,97800
11757,Athena Schaefer,Female,28,PHD,Chicago,2014,Marketing,3,100400
11758,Roxanne Hughes,Others,25,Bachelors,Austin,2013,Customer Service,2,95900
11759,Farah Roberts,Others,28,Bachelors,Chicago,2017,Finance & Accounting,3,113100
11760,Giselle Moody,Female,27,Bachelors,Jacksonville,2012,Procurement & Supply Chain,3,102700
11761,Miles Kaufman,Male,24,Bachelors,Charlotte,2013,HR,2,74700
11762,Abigail Savage,Female,25,Masters,Seattle,2017,Sales,2,90100
11763,Yvette Lyons,Female,24,Bachelors,Phoenix,2014,Marketing,3,115100
11764,Josiah Perkins,Male,25,Bachelors,Denver,2013,HR,1,68300
11765,Elizabeth Rosales,Female,28,Bachelors,Denver,2015,Finance & Accounting,3,105600
11766,Anita Porter,Female,28,Masters,Dallas,2017,Sales,3,115200
11767,Raheem Bentley,Male,27,Bachelors,Jacksonville,2017,Sales,2,72300
11768,Edward Rogers,Male,24,Bachelors,San Antonio,2018,Sales,3,114200
11769,Peter Spears,Male,26,Bachelors,Phoenix,2013,IT,3,107100
11770,Craig Roach,Male,27,Bachelors,Charlotte,2017,Finance & Accounting,3,111700
11771,Lilian Matthews,Others,26,Masters,Columbus,2017,Customer Service,1,44200
11772,Kylie Waller,Female,26,Masters,Seattle,2017,Marketing,2,88400
11773,Eduardo Christensen,Male,26,Bachelors,Fort Worth,2013,R&D,3,105200
11774,Dylan Sloan,Male,25,Masters,Jacksonville,2014,Operations,1,69000
11775,Joy Terrell,Female,27,Bachelors,Houston,2014,Legal,3,110400
11776,Kaia Davidson,Others,25,Bachelors,Philadelphia,2016,Legal,3,107100
11777,Isla Keith,Female,27,Bachelors,New York City,2016,R&D,3,103900
11778,Ruby Casey,Female,28,Bachelors,Chicago,2015,HR,3,111000
11779,Remy Oconnell,Male,25,Masters,Seattle,2012,Finance & Accounting,3,114600
11780,Mia Duke,Female,28,Bachelors,San Diego,2013,Procurement & Supply Chain,3,114900
11781,Aditya Randall,Others,25,Bachelors,Charlotte,2014,R&D,1,47600
11782,Toby Holcomb,Male,26,Bachelors,Dallas,2014,Finance & Accounting,3,111700
11783,Henry Morris,Male,28,Bachelors,Boston,2013,Marketing,3,101200
11784,Gemma Matthews,Female,27,Bachelors,Houston,2015,IT,3,105100
11785,Osiris Hoover,Others,28,Bachelors,Jacksonville,2014,IT,1,40300
11786,Mark Stephenson,Male,25,Masters,"Washington, D.C.",2017,Finance & Accounting,2,75100
11787,Aria Flynn,Female,28,Masters,Chicago,2013,Operations,3,114100
11788,Samantha Farmer,Female,27,Masters,Denver,2017,Finance & Accounting,2,86700
11789,Megan Rhodes,Female,27,Bachelors,Seattle,2015,Marketing,3,102900
11790,Elijah Collins,Male,27,Bachelors,Los Angeles,2012,Finance & Accounting,3,99900
11791,Miles Barrett,Male,26,Bachelors,Indianapolis,2014,Procurement & Supply Chain,3,103400
11792,Roxanne Schwartz,Others,26,Bachelors,Fort Worth,2013,IT,3,109700
11793,Aarav Elliott,Others,27,Bachelors,Houston,2012,Legal,3,100400
11794,Roxanne Velasquez,Others,26,Bachelors,Denver,2013,Sales,3,119700
11795,Warren Marks,Male,28,Masters,Charlotte,2017,Procurement & Supply Chain,2,72000
11796,Quinn Shannon,Male,26,Bachelors,Boston,2017,Finance & Accounting,2,93100
11797,Brandon Sharpe,Male,27,Bachelors,Chicago,2013,Marketing,2,95300
11798,Reagan Haley,Others,27,Masters,San Diego,2015,Procurement & Supply Chain,3,109600
11799,Blake Carroll,Male,27,Masters,New York City,2017,Procurement & Supply Chain,3,114800
11800,Anaya Baldwin,Others,27,Bachelors,Austin,2016,Finance & Accounting,3,103600
11801,Abigail Stein,Female,27,Bachelors,San Jose,2012,Procurement & Supply Chain,3,119100
11802,Eduardo Costello,Male,25,Bachelors,Philadelphia,2014,IT,3,114200
11803,Isabella Henderson,Female,26,Bachelors,Austin,2016,R&D,3,109600
11804,Veronica Holmes,Female,26,Bachelors,Philadelphia,2016,IT,3,110700
11805,Cesar Berry,Others,26,Bachelors,Chicago,2014,Finance & Accounting,3,99800
11806,Mae Greene,Female,28,Bachelors,Denver,2014,Marketing,3,117900
11807,Kai Klein,Male,25,Bachelors,Chicago,2012,R&D,3,108100
11808,Ryan Tanner,Male,28,Masters,Dallas,2014,Legal,3,114600
11809,Bodhi Lowe,Others,26,Bachelors,Fort Worth,2016,Finance & Accounting,3,107200
11810,Preston Parks,Male,24,Bachelors,Dallas,2012,R&D,3,98900
11811,Mila Keller,Female,28,Bachelors,Boston,2015,Operations,2,90700
11812,Roxanne Davenport,Others,24,Bachelors,Charlotte,2017,Customer Service,2,95100
11813,Morgan Kirkland,Female,25,Bachelors,Phoenix,2015,HR,3,112300
11814,Devin Welch,Male,27,Bachelors,Denver,2013,Procurement & Supply Chain,3,109900
11815,Malcolm Yates,Male,27,Bachelors,Fort Worth,2015,Finance & Accounting,3,98200
11816,Kara Mccormick,Female,28,Bachelors,Phoenix,2017,Customer Service,3,115600
11817,Clayton Delaney,Male,24,Bachelors,Philadelphia,2017,Finance & Accounting,3,98600
11818,Tristan Morales,Male,26,Masters,Dallas,2017,Legal,2,81400
11819,Penelope Hawkins,Female,25,Bachelors,Phoenix,2016,Legal,3,114000
11820,Louis Ballard,Male,26,Bachelors,Houston,2016,HR,3,116800
11821,June Sawyer,Female,24,Masters,New York City,2017,Operations,2,94700
11822,Sutton Shaw,Others,27,Bachelors,Boston,2017,Legal,3,102400
11823,Eden Rowe,Female,27,Bachelors,Seattle,2014,R&D,2,76600
11824,Kian Mckinney,Others,24,Masters,Boston,2017,Marketing,1,58300
11825,India Hendrix,Others,28,Bachelors,Dallas,2014,Marketing,3,118300
11826,Rose Vega,Female,26,Bachelors,Boston,2013,Procurement & Supply Chain,3,98900
11827,Joshua Pierce,Male,28,Bachelors,Phoenix,2014,Finance & Accounting,3,103400
11828,Robert Johnston,Male,28,Masters,Houston,2013,Procurement & Supply Chain,3,102800
11829,Kaden Powell,Male,27,Masters,Los Angeles,2017,R&D,2,73600
11830,Alina Kramer,Female,28,Bachelors,New York City,2017,HR,3,118800
11831,Kelly Brock,Female,26,Bachelors,San Jose,2016,Marketing,3,107100
11832,Jasper Thomas,Male,27,PHD,Houston,2018,Legal,3,101500
11833,Opal Brooks,Female,26,Bachelors,"Washington, D.C.",2014,HR,3,108600
11834,Evelyn Mcclain,Female,25,Bachelors,Houston,2013,Sales,3,113500
11835,Jessica Witt,Female,25,Masters,Dallas,2017,Customer Service,3,103400
11836,Martin Hurst,Male,24,Bachelors,New York City,2017,Finance & Accounting,2,82500
11837,Phoebe Mayer,Female,24,Bachelors,Charlotte,2017,HR,3,116400
11838,Chloe Perkins,Female,24,PHD,Fort Worth,2014,Legal,3,100800
11839,Georgia Ochoa,Female,24,PHD,New York City,2017,Sales,3,103100
11840,Quentin Romero,Male,26,Masters,Phoenix,2017,Customer Service,2,91000
11841,Miles Shaffer,Male,24,Bachelors,Dallas,2013,Sales,2,85200
11842,Adan Lopez,Others,27,PHD,Charlotte,2016,HR,3,115300
11843,Malik Davis,Male,25,Masters,Los Angeles,2017,R&D,2,76500
11844,Celine Harrell,Female,26,Bachelors,Jacksonville,2014,Customer Service,3,117400
11845,Shane Morton,Male,25,Bachelors,Los Angeles,2017,Finance & Accounting,3,102700
11846,Blake Luna,Male,27,Bachelors,Fort Worth,2012,Finance & Accounting,3,102100
11847,Colton Mayo,Others,26,Bachelors,San Jose,2016,R&D,3,99200
11848,Felix Doyle,Male,26,Bachelors,Dallas,2016,Procurement & Supply Chain,3,107700
11849,Hudson Roach,Male,27,Bachelors,Chicago,2015,IT,2,87900
11850,Athena Hendricks,Female,28,Bachelors,Denver,2016,Operations,3,101100
11851,Ramon Russell,Male,27,Masters,Chicago,2017,HR,2,89800
11852,Rachel Elliott,Female,25,Bachelors,Philadelphia,2018,Legal,3,117300
11853,Ava Bailey,Female,27,Bachelors,San Jose,2014,IT,3,112400
11854,Dorian Floyd,Male,27,Bachelors,Houston,2014,Customer Service,3,109700
11855,Maddie Marks,Others,25,Bachelors,Los Angeles,2015,Procurement & Supply Chain,3,105400
11856,Kendall Solis,Male,26,Masters,Denver,2017,Sales,3,105100
11857,Monica Adams,Female,25,Masters,Denver,2018,Sales,3,119700
11858,Rebecca Ward,Female,25,Bachelors,Seattle,2018,Sales,3,118200
11859,Elora Sloan,Others,28,Bachelors,Dallas,2014,Legal,3,101100
11860,Amelia Miles,Female,24,Bachelors,Phoenix,2017,Procurement & Supply Chain,3,103700
11861,Remy Herman,Male,28,Bachelors,San Antonio,2013,Marketing,3,117600
11862,Karen Guerrero,Female,24,Bachelors,Dallas,2015,HR,3,118200
11863,Davina Barton,Female,26,Bachelors,Columbus,2012,Marketing,3,119600
11864,Aiden Hopkins,Others,25,Bachelors,Seattle,2014,Legal,3,114600
11865,Sonia Payne,Female,26,Masters,Los Angeles,2017,R&D,1,44300
11866,Grant Guerrero,Male,25,Bachelors,Indianapolis,2016,Legal,3,105500
11867,Aaron Beck,Male,26,Bachelors,Phoenix,2013,Finance & Accounting,2,84200
11868,Lana Harper,Female,26,Bachelors,Seattle,2018,R&D,1,42300
11869,Joshua Elliott,Male,24,Bachelors,Fort Worth,2017,R&D,3,112000
11870,Ellen Sims,Female,24,Bachelors,San Antonio,2016,HR,3,101400
11871,Nova Holt,Female,24,Bachelors,San Jose,2014,IT,3,103800
11872,Nicholas Maxwell,Male,28,PHD,Denver,2017,HR,3,110500
11873,Audrey Hale,Female,24,Bachelors,Dallas,2017,Finance & Accounting,2,88800
11874,Damian Bruce,Male,25,Bachelors,Seattle,2015,HR,3,99000
11875,June Holt,Female,26,Bachelors,Chicago,2015,Legal,3,118800
11876,Iris Stevens,Others,27,Masters,Dallas,2014,Marketing,3,109300
11877,Marina Duncan,Female,24,Bachelors,Columbus,2012,Operations,3,116800
11878,Alaric Solomon,Others,26,Bachelors,Jacksonville,2015,Procurement & Supply Chain,2,75200
11879,Jennifer Carver,Female,24,Bachelors,Indianapolis,2013,Procurement & Supply Chain,3,104800
11880,Camille Burke,Female,26,Bachelors,Chicago,2017,IT,3,109700
11881,Juliana Johnson,Female,26,Masters,Philadelphia,2017,R&D,3,107900
11882,Clarence Salinas,Others,24,Bachelors,San Antonio,2016,HR,3,104800
11883,Flora Swanson,Female,28,Bachelors,Jacksonville,2015,Sales,3,104500
11884,Osiris Hale,Others,27,Bachelors,Columbus,2013,Legal,3,106600
11885,Claudia Griffin,Female,24,Bachelors,Los Angeles,2012,Finance & Accounting,3,107200
11886,Renee Lopez,Female,28,Masters,Austin,2015,Marketing,2,74200
11887,Clayton Gibson,Male,26,Bachelors,San Jose,2017,Sales,3,99700
11888,Leonard Baker,Male,27,Bachelors,Denver,2018,R&D,3,112700
11889,Clara Pope,Female,27,Masters,Los Angeles,2017,R&D,3,110500
11890,Isabella Price,Female,27,Bachelors,San Antonio,2013,Legal,1,66200
11891,Lyla Meadows,Others,27,Bachelors,San Antonio,2016,R&D,3,105800
11892,Holly Akers,Others,28,Bachelors,Los Angeles,2013,Finance & Accounting,3,111400
11893,Norah Decker,Female,28,Bachelors,Los Angeles,2017,Marketing,3,99000
11894,Jaden Williams,Male,26,Bachelors,Boston,2013,Finance & Accounting,3,113200
11895,Cruz Weeks,Male,25,Bachelors,Charlotte,2015,Sales,3,112200
11896,Kingston Morse,Male,24,Bachelors,Phoenix,2015,Finance & Accounting,3,109100
11897,Amir Parker,Others,28,Bachelors,San Jose,2014,Marketing,3,104200
11898,Matthew Allen,Male,28,Bachelors,Dallas,2017,Procurement & Supply Chain,2,87400
11899,Camila Douglas,Female,26,Masters,Indianapolis,2015,IT,3,106900
11900,Ana Nelson,Female,25,PHD,New York City,2014,Finance & Accounting,3,111700
11901,Winnie Fischer,Female,25,Bachelors,New York City,2013,Finance & Accounting,3,106600
11902,Amber Hammond,Female,25,Bachelors,Phoenix,2017,Sales,3,103700
11903,Felix Graves,Male,24,Bachelors,"Washington, D.C.",2013,Legal,2,95100
11904,Danny Cochran,Others,25,Bachelors,Denver,2014,Operations,3,119500
11905,Patrick French,Male,25,Bachelors,Fort Worth,2017,Customer Service,3,104100
11906,Charlotte Sargent,Female,24,Masters,Houston,2017,IT,2,91700
11907,Graham Holmes,Male,28,Bachelors,Dallas,2015,Procurement & Supply Chain,3,115200
11908,Jackie Carlson,Others,27,Bachelors,Charlotte,2017,IT,3,104900
11909,Adaline Ward,Female,26,Bachelors,San Jose,2015,IT,3,108100
11910,Jennifer Pena,Female,27,Bachelors,Philadelphia,2017,Operations,2,84500
11911,Dakota Franco,Female,24,Bachelors,Indianapolis,2016,IT,3,116600
11912,Brynn Mcclain,Female,26,Bachelors,Philadelphia,2014,Marketing,2,79500
